tweets,cleaned,cleaned_transform,labels,batch,transformed_tweets_groq,groq_transformed,transformed_tweets_gemini,gemini_transformed,transformed_tweets_gpt,gpt_transformed,transformed_tweets_deepseek,deepseek_transformed,before_hatebert_pred,after_hatebert_pred_groq,after_hatebert_pred_gemini,after_hatebert_pred_gpt4o,after_hatebert_pred_deepseek
"b""@ALT_KTHopkins Unfortunately you an @TRobinsonNewEra  are the same u tell people information an if people don't lik\xe2\x80\xa6 https://t.co/Netu0uMVEk""",unfortunately u tell people information people dont lik,unfortunately you an are the same u tell people information an if people dont lik,4,22,"""Unfortunately, it seems like we're not on the same page. It's concern that if people don't receive accurate information, it can lead to misunderstandings. Can we work together to clarify the facts and improve communication?""",1,"I'm concerned that we seem to share similar communication styles, as I've noticed we both tend to share information that isn't always well-received.",1,"""Unfortunately, it seems that you share information with others, and sometimes people may not appreciate it.""",1,"""Unfortunately, it seems like you share information with others, and if they don't agree with it, they react negatively.""",1,1,1,1,1,1
b'RT @shadowrangler: @rmbell3 @RealitySmash @bigcocobean theres a difference between peaceably carrying out a religious practice and performi\xe2\x80\xa6',there difference peaceably carrying religious practice performi,theres a difference between peaceably carrying out a religious practice and performi,4,22,"""There's a distinction between practicing one's faith in a peaceful manner and performing certain rituals.",1,There's a distinction between peacefully practicing one's religion and performing disruptive actions.,1,"""There's a difference between peacefully practicing a religion and performing rituals.""",1,"""There's a distinction between peacefully practicing a religion and performing an act for show.""",1,1,1,1,1,1
b'RT @leicspolice: @KoreaKimNorth @afneil We are aware of concerns raised regarding admission prices at a Labour Party conference held in Lei\xe2\x80\xa6',aware concern raised regarding admission price labour party conference held lei,we are aware of concerns raised regarding admission prices at a labour party conference held in lei,4,22,"""We've taken note of the concerns expressed about admission prices at the Labour Party conference in Leeds. We're working to ensure all attendees have a positive experience.""",1,We acknowledge concerns about the cost of admission to the Labour Party conference in Leicester.,1,"""We are aware of the concerns that have been raised regarding admission prices at a Labour Party conference held in Lei.""",1,"""We acknowledge the concerns raised about the admission prices for the Labour Party conference held in Leicester and appreciate the feedback.""",1,1,1,1,1,1
b'RT @robinparkin: Petition: Let all UK citizens vote on who is mayor of London not just Londoners. https://t.co/yGwiGtowW3',petition let uk citizen vote mayor london londoner,petition let all uk citizens vote on who is mayor of london not just londoners,4,22,"""Call for democratic reform! Let's give all UK citizens a say in who leads London, moving beyond geographical boundaries and ensuring a more inclusive and representative voice in the city's governance.""",1,A petition proposes extending the London mayoral election vote to all UK citizens.,1,"""Let's start a petition to allow all UK citizens to participate in the voting for the Mayor of London, not just those living in London.""",1,"""Petition to allow all UK citizens to have a say in electing the Mayor of London, not just those living in London.""",1,1,1,1,1,1
"b""RT @GodGetslastWord: @mitchellvii @orumov8888 I saw his video. It was malicious in nature. He doxxed Ann's address, personal prop tax info.\xe2\x80\xa6""",saw video malicious nature doxxed anns address personal prop tax info,i saw his video it was malicious in nature he doxxed anns address personal prop tax info,4,22,"""I was concerned by a recent video that revealed personal information, including an individual's address and property tax details. I believe this was an unnecessary and potentially harmful disclosure.""",1,I saw his video and was concerned by its content.  It appeared to share Ann's address and personal property tax information.,1,"""I watched his video, and it seemed harmful in nature as it shared Ann's address and personal property tax information.""",1,"""I watched his video, and it seemed to contain harmful content, including the sharing of Ann's address and personal property tax information.""",1,1,1,1,1,1
"b""RT @perfectsliders: Since many of us are now Shadowbanned - Let's do this this way.  I will follow back all Trump supporters who see this p\xe2\x80\xa6""",since many u shadowbanned let way follow back trump supporter see p,since many of us are now shadowbanned lets do this this way i will follow back all trump supporters who see this p,4,22,"""As many of us may be experiencing reduced visibility, let's connect in a different way. I'd be happy to follow back any Trump supporters who see this post and engage in respectful conversation""",1,"I've noticed many accounts are experiencing limited reach, so I'm extending a follow to any Trump supporters who see this tweet.",1,"""Since many of us might be experiencing shadowbans, let's approach this differently. I will follow back all Trump supporters who see this post.""",1,"""Since many of us are experiencing shadowbans, let's try this approach: I'll follow back all Trump supporters who see this post.""",1,1,1,1,1,1
b'James OBrien at LBC must be licking his lips with anticipation of covering this Alex Jones censorship. You know how\xe2\x80\xa6 https://t.co/w3GRKLgVou',james obrien lbc must licking lip anticipation covering alex jones censorship know,james obrien at lbc must be licking his lips with anticipation of covering this alex jones censorship you know how,4,22,"""James O'Brien at LBC must be eager to discuss the potential implications of Alex Jones' censorship, given his past coverage of online content moderation. Anyone speculate on his take?""",1,I wonder if James O'Brien at LBC is looking forward to covering the Alex Jones censorship story.,1,"""James O'Brien at LBC is probably eager to cover the topic of Alex Jones' censorship, given his interest in such matters.""",1,"""James O'Brien at LBC must be eagerly anticipating covering the Alex Jones censorship story, as it aligns with his interests.""",1,1,1,1,1,1
b'DOJ IG report reveals that the Clinton/Lynch tarmac meeting was planned and coordinated by the Secret Service and F\xe2\x80\xa6 https://t.co/y1gYuUFqEx',doj ig report reveals clintonlynch tarmac meeting planned coordinated secret service f,doj ig report reveals that the clintonlynch tarmac meeting was planned and coordinated by the secret service and f,4,22,"""A newly released IG report suggests that the Clinton Lynch tarmac meeting was likely planned and coordinated by the Secret Service. Further investigation is needed to confirm details.""",1,The DOJ IG report indicates that the Clinton-Lynch tarmac meeting was reportedly planned and coordinated by the Secret Service and FBI.,1,The DOJ IG report indicates that the Clinton-Lynch tarmac meeting was arranged with the involvement of the Secret Service and other officials.,1,"""The DOJ IG report indicates that the Clinton-Lynch tarmac meeting was arranged and coordinated by the Secret Service and the FBI.""",1,1,1,1,1,1
b'@kukushymes Bruuuuuhhhhh night train and jelzin messed us up mehn chaiiiiiii',bruuuuuhhhhh night train jelzin messed u mehn chaiiiiiii,bruuuuuhhhhh night train and jelzin messed us up mehn chaiiiiiii,4,23,"""Hey, I'm feeling a bit frustrated about our plans being affected by the night train and Jelzin's issues. Anyone else having a tough time tonight?""",1,The night train and Jelzin caused significant delays and disruptions to our plans.,1,"""Wow, the night train and Jelzin really affected us, my goodness!""",1,"""Night Train and Jelzin really didn't go as planned, it was quite a challenging experience, to be honest.""",1,1,1,1,1,1
"b'RT @JackBMontgomery: ""If someone does something that isn\'t a criminal offence but the victim, OR ANYONE ELSE, believes it was motivated by\xe2\x80\xa6'",someone something isnt criminal offence victim anyone else belief motivated,if someone does something that isnt a criminal offence but the victim or anyone else believes it was motivated by,4,23,"""If someone's actions cause harm or distress, even if not illegal, it's still important to acknowledge the emotional impact on the victim and work towards understanding and resolution.""",1,"If someone's actions, while not illegal, cause distress or are perceived as motivated by...",1,"""If someone does something that isn't a criminal offense but the affected person or others believe it was motivated by""",1,"""If someone does something that isn't a criminal offense but the victim or others believe it was motivated by certain intentions, it's important to approach the situation with understanding and respect for everyone's perspective.""",1,1,1,1,1,1
